id,name,neighbourhood,room_type,property_type,bedrooms,bathrooms,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,amenities_count,host_is_superhost
1232,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Studio,3.0,2,6,465.05,1,140,4.1,185,8,t
1233,Lovely Loft in Westminster,Westminster,Shared room,Studio,3.0,2,6,97.89,7,174,3.8,280,7,f
1234,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,Apartment,2.0,3,4,202.98,2,100,4.2,145,9,f
1235,Lovely Apartment in Camden,Camden,Entire home/apt,Villa,1.0,2,2,192.15,2,209,,99,6,f
1236,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,4.0,1,8,428.6,3,2,4.0,309,6,t
1237,Lovely House in Hackney,Hackney,Entire home/apt,Villa,1.0,2,2,125.1,1,48,3.7,101,4,f
1238,Lovely Villa in Southwark,Southwark,Private room,Loft,4.0,1,8,148.26,1,110,4.0,170,6,f
1239,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Villa,2.0,1,4,178.15,1,155,3.9,186,3,f
1240,Lovely Townhouse in Wandsworth,Wandsworth,Entire home/apt,Loft,1.0,1,2,188.32,3,152,4.7,11,4,t
1241,Lovely Cottage in Tower Hamlets,Tower Hamlets,Private room,Villa,5.0,2,10,89.9,1,159,4.8,103,3,t
1242,Lovely Loft in Wandsworth,Wandsworth,Shared room,House,2.0,1,4,103.39,7,123,4.2,118,4,f
1243,Lovely House in Hackney,Hackney,Entire home/apt,Apartment,5.0,1,10,204.37,5,232,3.8,300,4,f
1244,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,4.0,1,8,212.29,2,48,4.9,158,8,f
1245,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Private room,House,4.0,1,8,296.85,3,247,3.7,293,4,f
1246,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,1.0,1,2,282.15,1,2,3.7,160,7,t
1247,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,Cottage,1.0,3,2,172.84,2,271,4.5,18,6,t
1248,Lovely Apartment in Southwark,Southwark,Private room,Studio,5.0,1,10,172.94,2,284,4.9,335,4,f
1249,Lovely Loft in Islington,Islington,Entire home/apt,Apartment,4.0,2,8,298.12,5,93,4.5,35,9,f
1250,Lovely Villa in Greenwich,Greenwich,Private room,Cottage,1.0,2,2,90.52,1,54,4.6,348,5,f
1251,Lovely Studio in Greenwich,Greenwich,Shared room,Loft,1.0,3,2,20.0,1,33,5.0,93,10,f
1252,Lovely Cottage in Westminster,Westminster,Entire home/apt,Studio,1.0,2,2,405.02,2,172,3.9,113,6,f
1253,Lovely Cottage in Greenwich,Greenwich,Shared room,Loft,1.0,1,2,34.29,3,202,4.6,138,7,f
1254,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,House,3.0,1,6,237.45,5,187,4.1,131,9,f
1255,Lovely Apartment in Hackney,Hackney,Entire home/apt,Studio,1.0,1,2,144.68,1,40,3.9,270,10,f
1256,Lovely House in Westminster,Westminster,Entire home/apt,Loft,3.0,2,6,341.63,1,188,4.6,180,7,f
1257,Lovely Apartment in Islington,Islington,Shared room,House,1.0,1,2,55.32,1,168,3.5,102,3,f
1258,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Apartment,1.0,2,2,138.17,5,37,4.6,342,6,f
1259,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,Cottage,3.0,1,6,150.21,1,46,4.7,271,9,t
1260,Lovely House in Greenwich,Greenwich,Private room,Villa,1.0,2,2,55.47,1,8,3.9,323,10,f
1261,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Townhouse,2.0,2,4,200.46,3,190,4.3,197,6,f
1262,Lovely Cottage in Islington,Islington,Entire home/apt,Villa,4.0,1,8,292.43,2,250,3.6,307,3,t
1263,Lovely Loft in Westminster,Westminster,Private room,House,3.0,1,6,105.5,1,182,4.3,42,3,f
1264,Lovely Cottage in Lambeth,Lambeth,Private room,Studio,2.0,2,4,85.29,3,246,3.9,167,5,t
1265,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Loft,2.0,1,4,311.23,3,239,4.7,1,5,f
1266,Lovely Studio in Camden,Camden,Entire home/apt,House,1.0,1,2,220.35,1,113,4.7,327,5,t
1267,Lovely Cottage in Westminster,Westminster,Entire home/apt,Villa,1.0,1,2,345.54,1,139,4.4,32,3,f
1268,Lovely Cottage in Wandsworth,Wandsworth,Private room,Loft,1.0,1,2,87.71,3,46,4.1,78,3,t
1269,Lovely House in Islington,Islington,Entire home/apt,Villa,3.0,1,6,272.19,2,28,4.0,16,9,t
1270,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Studio,2.0,2,4,163.54,1,218,,344,9,f
1271,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Loft,2.0,3,4,353.33,3,294,3.8,83,9,t
1272,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Villa,1.0,3,2,359.86,2,206,,99,3,t
1273,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,Villa,4.0,1,8,258.12,3,265,4.4,24,5,t
1274,Lovely Loft in Westminster,Westminster,Entire home/apt,Apartment,2.0,1,4,320.44,5,163,,105,4,f
1275,Lovely Loft in Southwark,Southwark,Hotel room,Townhouse,1.0,1,2,172.29,1,53,4.0,92,6,f
1276,Lovely Cottage in Greenwich,Greenwich,Hotel room,Townhouse,1.0,1,2,128.69,1,40,3.9,150,6,t
1277,Lovely Studio in Hackney,Hackney,Entire home/apt,Villa,1.0,1,2,155.15,3,68,3.6,330,4,f
1278,Lovely House in Islington,Islington,Private room,Villa,3.0,2,6,107.21,3,76,4.7,90,5,f
1279,Lovely House in Camden,Camden,Private room,Studio,2.0,1,4,102.08,3,106,4.3,229,3,f
1280,Lovely Studio in Hackney,Hackney,Entire home/apt,House,1.0,2,2,205.19,1,17,4.7,259,8,f
1281,Lovely Apartment in Islington,Islington,Entire home/apt,Villa,2.0,3,4,327.46,1,206,3.9,132,5,f
1282,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Loft,3.0,2,6,81.27,7,82,3.7,282,7,f
1283,Lovely House in Islington,Islington,Entire home/apt,House,3.0,1,6,197.72,7,152,4.7,96,8,f
1284,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Loft,3.0,1,6,160.24,5,117,4.7,312,9,t
1285,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Villa,2.0,1,4,207.21,1,45,4.1,208,10,f
1286,Lovely House in Greenwich,Greenwich,Private room,Loft,1.0,2,2,130.34,2,114,3.8,166,3,t
1287,Lovely Apartment in Southwark,Southwark,Entire home/apt,Studio,1.0,2,2,257.92,3,151,4.4,174,7,f
1288,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,2.0,1,4,319.75,1,92,4.3,294,7,t
1289,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,Studio,1.0,2,2,141.01,1,6,4.7,252,9,f
1290,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,3.0,2,6,207.99,5,155,4.5,335,10,t
1291,Lovely Villa in Camden,Camden,Entire home/apt,Villa,2.0,1,4,210.33,3,146,4.8,145,7,f
1292,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Loft,4.0,1,8,389.16,3,184,4.6,172,9,f
1293,Lovely Studio in Southwark,Southwark,Entire home/apt,Townhouse,5.0,1,10,202.32,2,220,4.2,59,5,f
1294,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Townhouse,4.0,1,8,150.87,5,61,4.8,316,3,t
1295,Lovely Loft in Wandsworth,Wandsworth,Private room,Cottage,2.0,1,4,127.71,2,294,4.5,91,6,t
1296,Lovely House in Southwark,Southwark,Private room,Cottage,4.0,2,8,107.83,2,276,4.5,61,6,t
1297,Lovely Villa in Greenwich,Greenwich,Entire home/apt,Loft,3.0,1,6,211.02,3,103,4.0,206,10,f
1298,Lovely Villa in Greenwich,Greenwich,Private room,Villa,1.0,2,2,86.56,2,145,4.9,194,3,f
1299,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Townhouse,3.0,1,6,351.84,1,109,3.8,339,6,f
1300,Lovely Cottage in Hackney,Hackney,Entire home/apt,Studio,2.0,1,4,190.99,5,62,3.9,315,7,t
1301,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Private room,Cottage,2.0,1,4,146.47,1,231,4.6,175,9,f
1302,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Studio,2.0,1,4,184.34,2,252,4.0,303,5,f
1303,Lovely Studio in Southwark,Southwark,Entire home/apt,Apartment,3.0,2,6,151.44,1,182,4.8,28,5,f
1304,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Private room,House,1.0,1,2,46.79,2,210,4.8,196,5,f
1305,Lovely Studio in Tower Hamlets,Tower Hamlets,Hotel room,Cottage,5.0,2,10,,3,112,4.2,54,8,f
1306,Lovely Villa in Lambeth,Lambeth,Shared room,House,1.0,1,2,54.69,3,58,4.5,320,3,f
1307,Lovely Villa in Hackney,Hackney,Entire home/apt,Loft,1.0,1,2,151.23,7,241,4.5,130,7,f
1308,Lovely House in Greenwich,Greenwich,Entire home/apt,Studio,1.0,1,2,111.96,3,229,4.5,298,8,t
1309,Lovely Cottage in Lambeth,Lambeth,Entire home/apt,Studio,1.0,3,2,122.04,5,115,,154,8,f
1310,Lovely Townhouse in Lambeth,Lambeth,Private room,Townhouse,1.0,1,2,108.66,3,292,4.8,206,9,f
1311,Lovely House in Hackney,Hackney,Entire home/apt,House,2.0,1,4,189.78,2,272,4.8,57,8,t
1312,Lovely Cottage in Hackney,Hackney,Entire home/apt,Villa,4.0,1,8,137.9,1,270,3.7,71,5,f
1313,Lovely Loft in Lambeth,Lambeth,Entire home/apt,Cottage,1.0,2,2,147.95,2,92,3.8,35,6,t
1314,Lovely Studio in Southwark,Southwark,Private room,Loft,3.0,1,6,174.8,3,277,4.2,189,9,t
1315,Lovely Townhouse in Southwark,Southwark,Private room,House,1.0,1,2,95.61,5,111,3.8,105,9,f
1316,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Townhouse,3.0,1,6,308.36,3,105,4.0,31,9,f
1317,Lovely Apartment in Hackney,Hackney,Entire home/apt,Studio,2.0,1,4,210.68,5,200,4.2,294,6,f
1318,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Loft,4.0,2,8,286.7,2,228,4.3,94,7,f
1319,Lovely Studio in Islington,Islington,Shared room,Cottage,3.0,1,6,105.63,2,190,4.4,207,6,f
1320,Lovely Studio in Southwark,Southwark,Hotel room,Studio,2.0,1,4,164.77,2,205,3.9,314,4,f
1321,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,2.0,1,4,161.46,5,253,4.3,113,6,t
1322,Lovely House in Hackney,Hackney,Private room,Studio,1.0,1,2,50.47,1,272,3.9,173,10,f
1323,Lovely Townhouse in Greenwich,Greenwich,Private room,Apartment,2.0,1,4,134.16,3,155,4.6,12,10,f
1324,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Townhouse,1.0,1,2,393.58,7,54,4.5,201,5,f
1325,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,1.0,1,2,205.97,2,136,4.8,236,3,t
1326,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Studio,4.0,2,8,264.31,3,106,4.7,350,8,f
1327,Lovely Apartment in Greenwich,Greenwich,Private room,Studio,2.0,3,4,,2,101,3.5,343,10,t
1328,Lovely Villa in Camden,Camden,Entire home/apt,Loft,,2,2,203.73,5,272,4.5,118,10,f
1329,Lovely Townhouse in Hackney,Hackney,Private room,Loft,1.0,1,2,116.19,7,57,4.2,185,4,f
1330,Lovely House in Lambeth,Lambeth,Entire home/apt,Loft,3.0,1,6,234.46,1,295,4.3,136,6,t
1331,Lovely House in Lambeth,Lambeth,Private room,Apartment,1.0,3,2,77.9,5,24,4.9,359,5,f
1332,Lovely Apartment in Camden,Camden,Entire home/apt,Cottage,1.0,3,2,136.63,1,112,3.5,174,6,f
1333,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Private room,Cottage,4.0,1,8,173.82,2,182,3.7,115,8,t
1334,Lovely House in Westminster,Westminster,Entire home/apt,Cottage,2.0,3,4,270.43,2,24,3.7,362,3,f
1335,Lovely Apartment in Islington,Islington,Private room,Loft,4.0,2,8,147.16,1,213,4.3,202,10,f
1336,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,1.0,1,2,214.37,3,236,4.4,359,7,t
1337,Lovely Townhouse in Islington,Islington,Entire home/apt,Loft,,1,4,211.27,1,219,5.0,277,3,t
1338,Lovely Cottage in Westminster,Westminster,Entire home/apt,Villa,2.0,1,4,274.81,5,208,3.6,16,5,f
1339,Lovely Cottage in Westminster,Westminster,Private room,Studio,1.0,3,2,154.76,5,162,3.8,244,9,t
1340,Lovely Loft in Southwark,Southwark,Private room,Villa,1.0,1,2,53.59,1,25,4.9,241,4,f
1341,Lovely Loft in Westminster,Westminster,Shared room,Loft,3.0,1,6,169.91,3,43,3.7,121,5,f
1342,Lovely Loft in Lambeth,Lambeth,Entire home/apt,Cottage,2.0,2,4,,2,49,3.7,127,10,f
1343,Lovely Townhouse in Hackney,Hackney,Private room,Studio,1.0,3,2,28.49,1,283,4.3,44,4,f
1344,Lovely House in Islington,Islington,Shared room,Cottage,4.0,2,8,,5,285,4.6,59,4,f
1345,Lovely Townhouse in Islington,Islington,Private room,House,2.0,2,4,20.0,2,107,4.1,228,9,f
1346,Lovely Loft in Southwark,Southwark,Entire home/apt,Townhouse,1.0,1,2,195.86,2,138,,296,10,t
1347,Lovely Apartment in Southwark,Southwark,Private room,Loft,2.0,1,4,176.38,1,149,4.7,269,5,f
1348,Lovely Loft in Westminster,Westminster,Entire home/apt,Townhouse,1.0,1,2,270.5,2,124,3.8,236,9,f
1349,Lovely Studio in Wandsworth,Wandsworth,Private room,Studio,3.0,2,6,101.17,5,93,3.7,213,3,f
1350,Lovely Studio in Islington,Islington,Entire home/apt,Studio,1.0,1,2,213.75,2,120,4.1,242,8,f
1351,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,House,4.0,2,8,175.33,1,238,3.6,282,6,f
1352,Lovely Apartment in Lambeth,Lambeth,Shared room,Townhouse,1.0,1,2,20.0,1,11,4.1,291,5,f
1353,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,1.0,1,2,142.72,5,174,4.8,292,8,f
1354,Lovely Townhouse in Hackney,Hackney,Private room,Loft,2.0,1,4,53.73,2,20,4.7,280,5,f
1355,Lovely Villa in Hackney,Hackney,Entire home/apt,Cottage,1.0,1,2,135.68,2,29,4.1,179,9,f
1356,Lovely Loft in Hackney,Hackney,Entire home/apt,Apartment,1.0,2,2,,2,115,4.5,49,3,f
1357,Lovely Loft in Hackney,Hackney,Private room,Studio,2.0,1,4,105.11,1,299,3.6,158,4,f
1358,Lovely House in Wandsworth,Wandsworth,Entire home/apt,House,2.0,3,4,78.47,3,287,4.4,272,6,f
1359,Lovely House in Islington,Islington,Shared room,Townhouse,2.0,2,4,31.38,1,3,4.4,279,9,f
1360,Lovely Studio in Camden,Camden,Entire home/apt,Apartment,5.0,2,10,,7,194,4.0,304,4,f
1361,Lovely Villa in Southwark,Southwark,Entire home/apt,House,1.0,2,2,243.74,1,265,4.5,245,10,t
1362,Lovely House in Southwark,Southwark,Entire home/apt,Loft,3.0,1,6,171.71,2,161,3.8,75,3,t
1363,Lovely Studio in Greenwich,Greenwich,Entire home/apt,House,1.0,1,2,111.59,3,59,4.7,77,5,f
1364,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,House,2.0,1,4,114.58,7,109,3.6,331,4,t
1365,Lovely Studio in Southwark,Southwark,Private room,Townhouse,1.0,1,2,114.44,1,216,4.0,122,7,t
1366,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Cottage,2.0,1,4,112.92,5,205,4.6,316,10,f
1367,Lovely Townhouse in Westminster,Westminster,Private room,Studio,4.0,2,8,238.88,1,108,4.8,286,9,f
1368,Lovely Apartment in Camden,Camden,Entire home/apt,Cottage,1.0,2,2,242.45,1,250,4.7,94,7,f
1369,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,1.0,1,2,236.74,5,211,3.7,192,10,f
1370,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,2.0,2,4,95.49,3,7,4.0,196,5,f
1371,Lovely Apartment in Hackney,Hackney,Private room,Villa,3.0,2,6,135.28,2,274,4.6,110,7,f
1372,Lovely Studio in Southwark,Southwark,Entire home/apt,Cottage,1.0,1,2,241.06,2,239,3.9,19,9,f
1373,Lovely Studio in Islington,Islington,Hotel room,Villa,2.0,1,4,200.03,1,266,4.5,229,5,f
1374,Lovely Loft in Westminster,Westminster,Hotel room,Apartment,2.0,1,4,291.39,3,262,4.5,357,7,f
1375,Lovely Townhouse in Camden,Camden,Shared room,Villa,1.0,1,2,88.71,2,268,4.6,347,8,f
1376,Lovely Studio in Islington,Islington,Private room,Apartment,1.0,1,2,,2,25,4.7,333,7,t
1377,Lovely Villa in Westminster,Westminster,Entire home/apt,Loft,1.0,3,2,375.8,2,172,3.7,319,10,f
1378,Lovely Cottage in Greenwich,Greenwich,Private room,House,1.0,1,2,122.45,2,137,3.9,307,10,f
1379,Lovely Studio in Tower Hamlets,Tower Hamlets,Private room,Cottage,1.0,2,2,131.83,1,217,3.8,291,9,f
1380,Lovely Loft in Wandsworth,Wandsworth,Entire home/apt,Cottage,1.0,1,2,198.21,1,46,4.8,303,9,f
1381,Lovely Townhouse in Islington,Islington,Entire home/apt,Townhouse,1.0,1,2,155.4,3,65,4.4,345,8,f
1382,Lovely Cottage in Southwark,Southwark,Private room,Villa,1.0,1,2,56.54,3,100,4.1,32,8,t
1383,Lovely Loft in Southwark,Southwark,Private room,Townhouse,1.0,2,2,91.65,2,246,3.8,273,5,f
1384,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,House,1.0,1,2,259.41,1,94,4.7,97,6,f
1385,Lovely Loft in Southwark,Southwark,Entire home/apt,Loft,4.0,1,8,242.17,1,184,3.5,264,5,t
1386,Lovely Townhouse in Southwark,Southwark,Entire home/apt,Cottage,2.0,2,4,234.23,1,250,4.5,338,9,f
1387,Lovely Loft in Camden,Camden,Entire home/apt,Studio,1.0,1,2,201.1,1,146,4.8,44,10,f
1388,Lovely Apartment in Camden,Camden,Private room,Villa,2.0,3,4,129.51,2,14,4.7,0,4,f
1389,Lovely Townhouse in Lambeth,Lambeth,Entire home/apt,Studio,1.0,1,2,129.91,3,187,3.7,24,10,t
1390,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Private room,Loft,1.0,1,2,208.94,3,55,4.1,67,9,t
1391,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Villa,5.0,1,10,302.15,3,279,4.0,337,8,f
1392,Lovely Studio in Islington,Islington,Entire home/apt,Studio,1.0,2,2,223.13,7,113,4.4,308,9,f
1393,Lovely Loft in Southwark,Southwark,Private room,Loft,2.0,2,4,136.28,3,213,3.8,288,8,f
1394,Lovely Villa in Hackney,Hackney,Private room,Cottage,1.0,2,2,63.24,3,97,4.5,309,10,t
1395,Lovely Villa in Camden,Camden,Entire home/apt,Townhouse,1.0,1,2,199.0,2,213,4.8,342,10,f
1396,Lovely Townhouse in Islington,Islington,Private room,Studio,4.0,1,8,107.93,3,224,4.5,87,9,f
1397,Lovely House in Lambeth,Lambeth,Entire home/apt,Cottage,2.0,1,4,232.31,2,133,4.0,342,7,f
1398,Lovely Villa in Southwark,Southwark,Entire home/apt,Studio,2.0,1,4,223.15,1,24,4.0,37,3,t
1399,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Shared room,Studio,1.0,1,2,20.0,5,151,3.5,152,10,t
1400,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,Apartment,2.0,2,4,279.57,3,210,4.4,335,8,t
1401,Lovely Townhouse in Islington,Islington,Entire home/apt,House,2.0,1,4,220.56,5,20,4.1,243,10,f
1402,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,House,3.0,1,6,210.18,7,190,4.8,271,7,f
1403,Lovely Studio in Wandsworth,Wandsworth,Private room,Townhouse,2.0,1,4,69.62,1,145,4.8,8,7,t
1404,Lovely Loft in Camden,Camden,Shared room,Apartment,1.0,1,2,105.82,5,140,4.5,129,4,f
1405,Lovely Townhouse in Islington,Islington,Private room,Apartment,3.0,1,6,120.76,1,156,4.0,152,5,f
1406,Lovely Loft in Islington,Islington,Private room,Cottage,3.0,1,6,97.83,1,98,,314,8,t
1407,Lovely Villa in Lambeth,Lambeth,Private room,Studio,3.0,1,6,162.03,5,34,4.8,143,3,f
1408,Lovely Cottage in Lambeth,Lambeth,Private room,Cottage,1.0,1,2,137.4,5,82,4.8,9,9,f
1409,Lovely Townhouse in Wandsworth,Wandsworth,Shared room,Studio,1.0,2,2,20.0,2,125,4.0,283,3,f
1410,Lovely Studio in Southwark,Southwark,Entire home/apt,Studio,2.0,1,4,240.17,7,53,4.5,223,8,f
1411,Lovely Villa in Islington,Islington,Entire home/apt,Townhouse,3.0,2,6,244.81,2,195,4.4,40,5,f
1412,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Studio,1.0,2,2,204.2,3,186,4.4,98,5,f
1413,Lovely Loft in Westminster,Westminster,Entire home/apt,Townhouse,1.0,2,2,289.36,1,205,4.0,189,9,f
1414,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Apartment,5.0,1,10,255.37,1,255,3.5,78,3,f
1415,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Apartment,1.0,1,2,181.16,2,191,4.3,88,8,f
1416,Lovely Apartment in Hackney,Hackney,Entire home/apt,Studio,3.0,1,6,165.13,2,271,4.8,129,10,f
1417,Lovely Apartment in Islington,Islington,Entire home/apt,Cottage,2.0,3,4,295.68,5,68,4.9,321,10,t
1418,Lovely Apartment in Hackney,Hackney,Entire home/apt,House,1.0,2,2,89.42,3,156,3.7,96,8,f
1419,Lovely House in Hackney,Hackney,Entire home/apt,Villa,1.0,1,2,153.77,2,31,4.6,228,4,f
1420,Lovely Loft in Greenwich,Greenwich,Private room,Studio,3.0,2,6,94.39,5,285,,145,4,f
1421,Lovely Studio in Lambeth,Lambeth,Entire home/apt,Townhouse,3.0,2,6,157.94,2,51,4.8,183,7,f
1422,Lovely Townhouse in Hackney,Hackney,Private room,Townhouse,1.0,1,2,127.12,1,240,3.7,318,10,t
1423,Lovely Villa in Camden,Camden,Entire home/apt,House,2.0,3,4,280.14,1,125,4.2,272,3,f
1424,Lovely Loft in Islington,Islington,Entire home/apt,House,3.0,1,6,261.67,7,55,3.9,307,3,f
1425,Lovely Loft in Southwark,Southwark,Entire home/apt,Apartment,5.0,1,10,192.77,5,15,3.8,191,7,f
1426,Lovely Cottage in Wandsworth,Wandsworth,Private room,Loft,5.0,2,10,151.79,5,107,3.9,15,8,t
1427,Lovely Townhouse in Camden,Camden,Private room,Cottage,1.0,1,2,184.65,2,139,4.7,210,10,f
1428,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Loft,1.0,3,2,228.0,1,43,5.0,191,3,t
1429,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,3.0,1,6,183.2,1,86,4.4,33,10,f
1430,Lovely Apartment in Wandsworth,Wandsworth,Shared room,Cottage,4.0,2,8,149.46,2,81,4.9,223,3,f
1431,Lovely House in Greenwich,Greenwich,Entire home/apt,Studio,2.0,2,4,146.57,3,125,3.9,55,3,f
1432,Lovely Cottage in Westminster,Westminster,Entire home/apt,Townhouse,2.0,1,4,257.41,1,126,3.7,277,9,t
1433,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,Apartment,1.0,2,2,107.13,1,116,4.1,312,7,t
1434,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,House,3.0,1,6,226.82,3,272,3.7,148,10,f
1435,Lovely Cottage in Lambeth,Lambeth,Entire home/apt,Townhouse,4.0,2,8,217.92,1,211,4.9,46,4,f
1436,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Apartment,,1,4,195.8,3,246,4.6,173,6,f
1437,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,Studio,1.0,3,2,25.33,5,274,4.4,153,3,f
1438,Lovely Apartment in Hackney,Hackney,Private room,Apartment,2.0,1,4,73.36,2,188,4.6,143,3,f
1439,Lovely House in Islington,Islington,Entire home/apt,Apartment,2.0,1,4,207.28,2,232,3.8,62,4,t
1440,Lovely Loft in Hackney,Hackney,Private room,Apartment,5.0,1,10,108.93,3,285,3.9,215,4,f
1441,Lovely Loft in Greenwich,Greenwich,Entire home/apt,House,2.0,1,4,132.92,1,233,5.0,186,9,f
1442,Lovely Cottage in Islington,Islington,Private room,Villa,3.0,3,6,63.82,1,271,4.0,191,6,t
1443,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,3.0,1,6,342.02,1,50,3.8,303,10,f
1444,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,2.0,1,4,231.54,1,22,4.7,16,3,f
1445,Lovely Loft in Lambeth,Lambeth,Entire home/apt,Townhouse,2.0,2,4,192.66,1,34,4.0,168,9,f
1446,Lovely Cottage in Westminster,Westminster,Entire home/apt,House,1.0,1,2,295.19,2,267,3.6,213,4,f
1447,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Private room,Apartment,4.0,2,8,178.08,2,261,3.8,249,5,f
1448,Lovely Cottage in Tower Hamlets,Tower Hamlets,Private room,Villa,3.0,1,6,121.52,5,291,3.6,241,6,f
1449,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,1.0,2,2,96.89,1,134,3.9,144,4,f
1450,Lovely Villa in Southwark,Southwark,Entire home/apt,Townhouse,1.0,3,2,181.55,2,247,3.8,17,3,t
1451,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Studio,3.0,1,6,224.41,5,73,4.3,56,6,t
1452,Lovely Apartment in Islington,Islington,Entire home/apt,Cottage,1.0,1,2,222.91,1,212,3.9,290,9,f
1453,Lovely Apartment in Southwark,Southwark,Private room,Townhouse,1.0,2,2,106.81,1,29,4.1,88,4,f
1454,Lovely Loft in Camden,Camden,Private room,House,1.0,1,2,153.73,1,250,3.9,17,3,f
1455,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,1.0,1,2,190.53,3,258,4.8,81,5,f
1456,Lovely Villa in Southwark,Southwark,Private room,Loft,1.0,1,2,81.54,5,87,4.0,270,9,f
1457,Lovely Studio in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,3.0,1,6,217.57,3,177,4.8,227,10,f
